Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7,"(0, 60]",0,6,4,"(20, 40]"
4,"(0, 60]",1,8,5,"(20, 40]"
8,"(90, 100]",1,5,1,"(80, 100]"
6,"(80, 90]",0,7,2,"(60, 80]"
1,"(70, 80]",1,7,9,"(40, 60]"
9,"(0, 60]",1,8,1,"(40, 60]"
6,"(60, 70]",1,9,3,"(40, 60]"
8,"(0, 60]",0,8,4,"(40, 60]"
7,"(70, 80]",1,5,7,"(60, 80]"
6,"(60, 70]",1,4,5,"(40, 60]"
4,"(90, 100]",1,9,8,"(60, 80]"
7,"(0, 60]",0,4,2,"(20, 40]"
9,"(0, 60]",0,6,9,"(40, 60]"
7,"(0, 60]",0,5,8,"(40, 60]"
1,"(90, 100]",1,9,3,"(60, 80]"
9,"(0, 60]",1,7,7,"(40, 60]"
4,"(0, 60]",1,9,9,"(20, 40]"
3,"(0, 60]",1,6,6,"(20, 40]"
4,"(0, 60]",0,7,6,"(20, 40]"
4,"(80, 90]",0,9,8,"(60, 80]"
2,"(60, 70]",1,7,9,"(40, 60]"
1,"(0, 60]",0,8,1,"(0, 20]"
1,"(60, 70]",0,7,4,"(20, 40]"
8,"(0, 60]",0,9,2,"(40, 60]"
2,"(60, 70]",1,7,6,"(40, 60]"
5,"(80, 90]",0,5,2,"(60, 80]"
4,"(0, 60]",0,8,4,"(20, 40]"
8,"(70, 80]",0,8,4,"(60, 80]"
2,"(0, 60]",0,6,1,"(20, 40]"
9,"(80, 90]",0,8,0,"(60, 80]"
7,"(80, 90]",1,4,5,"(60, 80]"
7,"(70, 80]",0,5,0,"(60, 80]"
1,"(0, 60]",0,6,8,"(20, 40]"
2,"(80, 90]",1,4,9,"(60, 80]"
4,"(0, 60]",0,7,4,"(40, 60]"
4,"(0, 60]",1,4,0,"(20, 40]"
3,"(90, 100]",1,6,7,"(60, 80]"
7,"(60, 70]",1,8,0,"(40, 60]"
8,"(80, 90]",1,5,3,"(80, 100]"
2,"(70, 80]",0,6,6,"(40, 60]"
4,"(90, 100]",0,4,3,"(60, 80]"
3,"(60, 70]",1,4,4,"(40, 60]"
2,"(80, 90]",0,6,6,"(60, 80]"
6,"(0, 60]",1,9,3,"(40, 60]"
4,"(60, 70]",0,9,4,"(40, 60]"
6,"(0, 60]",0,6,6,"(40, 60]"
2,"(0, 60]",1,9,0,"(20, 40]"
4,"(90, 100]",0,6,2,"(80, 100]"
6,"(70, 80]",1,8,0,"(60, 80]"
5,"(80, 90]",0,6,2,"(60, 80]"
3,"(90, 100]",0,7,1,"(60, 80]"
8,"(0, 60]",0,5,4,"(40, 60]"
7,"(80, 90]",1,5,9,"(60, 80]"
3,"(90, 100]",1,7,4,"(60, 80]"
6,"(60, 70]",1,4,9,"(40, 60]"
4,"(70, 80]",0,4,8,"(40, 60]"
5,"(80, 90]",1,4,7,"(60, 80]"
5,"(0, 60]",1,4,2,"(20, 40]"
7,"(60, 70]",1,8,0,"(40, 60]"
5,"(70, 80]",0,7,4,"(40, 60]"
3,"(70, 80]",0,5,2,"(40, 60]"
5,"(60, 70]",0,7,4,"(40, 60]"
7,"(90, 100]",0,5,8,"(80, 100]"
5,"(60, 70]",1,4,0,"(40, 60]"
5,"(0, 60]",0,8,0,"(20, 40]"
9,"(60, 70]",1,6,8,"(60, 80]"
3,"(60, 70]",0,6,2,"(40, 60]"
6,"(0, 60]",1,9,9,"(40, 60]"
1,"(80, 90]",1,4,4,"(40, 60]"
5,"(80, 90]",0,4,8,"(60, 80]"
8,"(0, 60]",1,7,4,"(40, 60]"
5,"(90, 100]",1,8,2,"(80, 100]"
9,"(80, 90]",1,8,8,"(80, 100]"
6,"(0, 60]",1,7,6,"(20, 40]"
8,"(90, 100]",0,8,6,"(80, 100]"
8,"(60, 70]",0,8,7,"(40, 60]"
3,"(0, 60]",1,6,4,"(20, 40]"
7,"(70, 80]",0,8,1,"(60, 80]"
7,"(60, 70]",1,4,8,"(40, 60]"
6,"(0, 60]",1,6,2,"(40, 60]"
7,"(70, 80]",0,4,1,"(60, 80]"
2,"(90, 100]",1,4,9,"(60, 80]"
9,"(60, 70]",0,7,9,"(40, 60]"
1,"(0, 60]",1,9,4,"(20, 40]"
1,"(0, 60]",0,8,7,"(20, 40]"
3,"(60, 70]",0,8,2,"(40, 60]"
3,"(80, 90]",1,8,5,"(60, 80]"
1,"(0, 60]",0,8,8,"(20, 40]"
7,"(70, 80]",1,6,1,"(60, 80]"
4,"(60, 70]",0,5,7,"(40, 60]"
2,"(80, 90]",1,4,9,"(40, 60]"
5,"(80, 90]",0,9,6,"(60, 80]"
6,"(60, 70]",0,9,2,"(40, 60]"
9,"(0, 60]",0,5,0,"(40, 60]"
4,"(80, 90]",1,5,5,"(60, 80]"
2,"(60, 70]",0,5,1,"(20, 40]"
5,"(60, 70]",1,6,2,"(40, 60]"
3,"(0, 60]",0,5,4,"(20, 40]"
2,"(70, 80]",0,6,7,"(40, 60]"
1,"(60, 70]",1,7,1,"(40, 60]"
2,"(70, 80]",0,7,5,"(40, 60]"
6,"(90, 100]",1,9,0,"(60, 80]"
8,"(90, 100]",1,7,6,"(80, 100]"
3,"(0, 60]",1,6,3,"(20, 40]"
9,"(70, 80]",1,6,0,"(60, 80]"
9,"(70, 80]",1,4,8,"(60, 80]"
2,"(70, 80]",0,5,8,"(40, 60]"
8,"(90, 100]",1,8,2,"(80, 100]"
5,"(0, 60]",0,8,5,"(20, 40]"
4,"(0, 60]",1,5,6,"(40, 60]"
5,"(80, 90]",1,8,3,"(60, 80]"
4,"(70, 80]",0,8,5,"(60, 80]"
8,"(90, 100]",0,8,8,"(80, 100]"
4,"(60, 70]",1,9,9,"(40, 60]"
6,"(0, 60]",1,6,5,"(40, 60]"
2,"(80, 90]",0,6,6,"(60, 80]"
5,"(60, 70]",0,6,5,"(40, 60]"
6,"(80, 90]",1,5,6,"(60, 80]"
5,"(0, 60]",1,7,0,"(40, 60]"
2,"(80, 90]",1,9,5,"(60, 80]"
7,"(70, 80]",0,9,8,"(60, 80]"
4,"(90, 100]",1,8,2,"(60, 80]"
8,"(70, 80]",0,4,5,"(60, 80]"
7,"(0, 60]",0,6,3,"(20, 40]"
7,"(0, 60]",1,9,6,"(20, 40]"
9,"(90, 100]",1,9,6,"(80, 100]"
1,"(0, 60]",0,4,8,"(0, 20]"
6,"(0, 60]",1,8,3,"(20, 40]"
6,"(90, 100]",1,9,7,"(80, 100]"
6,"(60, 70]",0,9,7,"(40, 60]"
6,"(70, 80]",1,7,7,"(60, 80]"
7,"(60, 70]",0,4,7,"(60, 80]"
6,"(0, 60]",0,8,5,"(20, 40]"
1,"(0, 60]",1,8,7,"(20, 40]"
3,"(60, 70]",0,6,5,"(40, 60]"
2,"(0, 60]",0,7,9,"(0, 20]"
6,"(70, 80]",1,8,1,"(60, 80]"
8,"(60, 70]",0,7,2,"(40, 60]"
3,"(60, 70]",1,6,5,"(40, 60]"
8,"(70, 80]",0,4,6,"(60, 80]"
8,"(0, 60]",0,9,3,"(20, 40]"
5,"(90, 100]",0,9,0,"(80, 100]"
8,"(0, 60]",0,5,3,"(40, 60]"
6,"(60, 70]",0,5,5,"(40, 60]"
5,"(80, 90]",0,5,7,"(60, 80]"
9,"(60, 70]",0,9,3,"(60, 80]"
7,"(80, 90]",1,7,9,"(60, 80]"
8,"(80, 90]",0,5,0,"(60, 80]"
1,"(60, 70]",1,4,4,"(20, 40]"
2,"(80, 90]",0,8,6,"(60, 80]"
8,"(90, 100]",0,7,5,"(80, 100]"
9,"(0, 60]",1,9,2,"(40, 60]"
4,"(80, 90]",1,4,6,"(60, 80]"
9,"(80, 90]",1,9,3,"(80, 100]"
4,"(80, 90]",0,7,4,"(60, 80]"
9,"(0, 60]",1,7,6,"(20, 40]"
7,"(60, 70]",0,7,1,"(40, 60]"
2,"(60, 70]",0,6,3,"(40, 60]"
9,"(0, 60]",1,8,3,"(40, 60]"
4,"(80, 90]",0,5,5,"(60, 80]"
8,"(0, 60]",1,6,6,"(40, 60]"
7,"(0, 60]",1,8,3,"(40, 60]"
7,"(80, 90]",1,9,9,"(60, 80]"
8,"(0, 60]",1,5,0,"(20, 40]"
1,"(0, 60]",0,6,0,"(0, 20]"
2,"(0, 60]",1,4,0,"(0, 20]"
2,"(0, 60]",1,6,2,"(20, 40]"
1,"(60, 70]",0,7,8,"(40, 60]"
5,"(0, 60]",0,9,2,"(40, 60]"
2,"(0, 60]",1,6,2,"(20, 40]"
4,"(60, 70]",0,7,8,"(40, 60]"
3,"(90, 100]",0,8,4,"(60, 80]"
3,"(0, 60]",0,8,7,"(20, 40]"
2,"(60, 70]",0,7,9,"(40, 60]"
6,"(0, 60]",1,4,8,"(40, 60]"
2,"(60, 70]",0,4,5,"(20, 40]"
8,"(0, 60]",1,8,6,"(40, 60]"
8,"(90, 100]",1,9,6,"(80, 100]"
5,"(0, 60]",1,6,6,"(40, 60]"
7,"(60, 70]",0,8,3,"(40, 60]"
4,"(60, 70]",0,8,1,"(40, 60]"
1,"(0, 60]",1,7,1,"(0, 20]"
2,"(0, 60]",0,4,6,"(0, 20]"
4,"(0, 60]",1,9,9,"(20, 40]"
1,"(0, 60]",1,7,6,"(20, 40]"
8,"(0, 60]",0,8,9,"(20, 40]"
9,"(90, 100]",0,5,6,"(80, 100]"
3,"(70, 80]",1,8,2,"(60, 80]"
2,"(0, 60]",1,7,4,"(0, 20]"
5,"(0, 60]",0,5,5,"(20, 40]"
3,"(0, 60]",1,5,7,"(20, 40]"
7,"(70, 80]",1,8,7,"(60, 80]"
6,"(0, 60]",1,9,9,"(40, 60]"
1,"(90, 100]",0,4,2,"(60, 80]"
8,"(80, 90]",0,5,3,"(80, 100]"
2,"(0, 60]",0,6,5,"(20, 40]"
5,"(70, 80]",1,7,3,"(60, 80]"
9,"(0, 60]",0,7,9,"(20, 40]"
8,"(90, 100]",1,7,3,"(80, 100]"
2,"(70, 80]",1,8,4,"(40, 60]"
9,"(80, 90]",1,7,9,"(80, 100]"
5,"(60, 70]",0,7,6,"(40, 60]"
6,"(60, 70]",1,6,1,"(40, 60]"
3,"(60, 70]",0,4,1,"(40, 60]"
3,"(60, 70]",1,9,9,"(40, 60]"
8,"(90, 100]",0,8,8,"(80, 100]"
2,"(0, 60]",0,8,3,"(20, 40]"
2,"(70, 80]",0,7,4,"(40, 60]"
5,"(0, 60]",0,6,2,"(20, 40]"
6,"(0, 60]",0,5,1,"(20, 40]"
2,"(0, 60]",0,7,9,"(0, 20]"
5,"(0, 60]",0,7,7,"(20, 40]"
7,"(60, 70]",0,8,3,"(40, 60]"
8,"(0, 60]",1,8,0,"(20, 40]"
7,"(70, 80]",1,7,5,"(60, 80]"
8,"(90, 100]",1,8,5,"(80, 100]"
9,"(70, 80]",1,6,1,"(60, 80]"
5,"(80, 90]",1,5,1,"(60, 80]"
5,"(80, 90]",0,5,7,"(60, 80]"
4,"(70, 80]",0,5,6,"(40, 60]"
9,"(90, 100]",0,7,1,"(80, 100]"
5,"(0, 60]",0,9,9,"(20, 40]"
2,"(60, 70]",0,7,0,"(40, 60]"
8,"(80, 90]",1,7,7,"(80, 100]"
7,"(0, 60]",1,6,9,"(40, 60]"
8,"(80, 90]",0,5,1,"(60, 80]"
3,"(0, 60]",1,8,4,"(0, 20]"
4,"(60, 70]",1,8,5,"(40, 60]"
5,"(0, 60]",0,4,9,"(20, 40]"
6,"(60, 70]",0,4,0,"(40, 60]"
1,"(0, 60]",1,9,1,"(20, 40]"
4,"(80, 90]",1,8,9,"(60, 80]"
5,"(0, 60]",0,5,3,"(20, 40]"
7,"(0, 60]",1,7,1,"(20, 40]"
5,"(80, 90]",0,8,5,"(60, 80]"
1,"(0, 60]",1,9,3,"(20, 40]"
7,"(60, 70]",1,9,2,"(40, 60]"
8,"(80, 90]",0,8,5,"(60, 80]"
7,"(80, 90]",1,4,8,"(60, 80]"
4,"(90, 100]",0,5,7,"(80, 100]"
8,"(0, 60]",1,8,1,"(20, 40]"
5,"(0, 60]",1,7,2,"(20, 40]"
9,"(70, 80]",0,7,1,"(60, 80]"
5,"(70, 80]",1,6,9,"(60, 80]"
1,"(0, 60]",0,7,6,"(20, 40]"
9,"(0, 60]",0,8,8,"(40, 60]"
6,"(60, 70]",0,7,2,"(40, 60]"
4,"(80, 90]",0,4,5,"(60, 80]"
6,"(0, 60]",0,5,3,"(20, 40]"
8,"(0, 60]",1,9,9,"(40, 60]"
3,"(0, 60]",0,8,9,"(20, 40]"
5,"(0, 60]",0,7,0,"(20, 40]"
2,"(90, 100]",1,9,8,"(80, 100]"
2,"(0, 60]",0,7,6,"(0, 20]"
7,"(70, 80]",0,8,6,"(60, 80]"
6,"(60, 70]",0,6,0,"(40, 60]"
4,"(0, 60]",1,5,8,"(20, 40]"
5,"(60, 70]",1,8,7,"(40, 60]"
1,"(0, 60]",1,9,9,"(0, 20]"
7,"(80, 90]",1,7,4,"(80, 100]"
8,"(60, 70]",1,6,3,"(60, 80]"
9,"(70, 80]",1,8,0,"(60, 80]"
8,"(60, 70]",0,5,8,"(40, 60]"
5,"(0, 60]",1,6,7,"(20, 40]"
3,"(80, 90]",1,9,1,"(60, 80]"
9,"(0, 60]",1,7,3,"(40, 60]"
6,"(70, 80]",1,4,3,"(60, 80]"
5,"(60, 70]",0,5,6,"(40, 60]"
3,"(70, 80]",0,6,2,"(40, 60]"
6,"(80, 90]",1,8,7,"(60, 80]"
3,"(60, 70]",0,8,6,"(40, 60]"
6,"(80, 90]",1,6,9,"(60, 80]"
4,"(0, 60]",0,8,3,"(20, 40]"
2,"(0, 60]",1,6,8,"(0, 20]"
8,"(60, 70]",1,5,5,"(60, 80]"
4,"(70, 80]",1,8,2,"(40, 60]"
9,"(60, 70]",1,5,6,"(40, 60]"
7,"(0, 60]",0,7,5,"(20, 40]"
2,"(0, 60]",1,7,7,"(20, 40]"
4,"(70, 80]",0,7,4,"(40, 60]"
5,"(70, 80]",0,7,5,"(40, 60]"
3,"(90, 100]",0,8,0,"(60, 80]"
9,"(70, 80]",1,6,7,"(60, 80]"
5,"(70, 80]",0,8,0,"(40, 60]"
2,"(80, 90]",0,9,2,"(40, 60]"
3,"(80, 90]",0,8,1,"(60, 80]"
9,"(0, 60]",1,5,5,"(40, 60]"
7,"(0, 60]",0,6,7,"(20, 40]"
2,"(80, 90]",1,4,7,"(60, 80]"
9,"(70, 80]",0,4,6,"(60, 80]"
4,"(80, 90]",0,6,6,"(60, 80]"
9,"(70, 80]",1,4,7,"(60, 80]"
2,"(0, 60]",1,6,4,"(20, 40]"
4,"(80, 90]",0,5,2,"(60, 80]"
5,"(0, 60]",1,5,1,"(20, 40]"
2,"(90, 100]",0,8,2,"(60, 80]"
1,"(0, 60]",0,4,2,"(20, 40]"
7,"(90, 100]",1,6,6,"(80, 100]"
1,"(80, 90]",1,5,0,"(60, 80]"
8,"(70, 80]",1,8,6,"(60, 80]"
3,"(0, 60]",0,4,5,"(20, 40]"
6,"(0, 60]",0,4,9,"(20, 40]"
7,"(70, 80]",0,4,1,"(60, 80]"
1,"(0, 60]",1,5,9,"(20, 40]"
6,"(90, 100]",1,5,0,"(80, 100]"
7,"(0, 60]",1,4,8,"(40, 60]"
6,"(80, 90]",0,5,1,"(60, 80]"
4,"(90, 100]",1,4,3,"(60, 80]"
1,"(80, 90]",1,7,8,"(40, 60]"
9,"(0, 60]",0,5,8,"(40, 60]"
4,"(90, 100]",1,6,0,"(80, 100]"
7,"(70, 80]",1,5,1,"(60, 80]"
7,"(70, 80]",0,4,1,"(60, 80]"
2,"(60, 70]",0,6,1,"(40, 60]"
1,"(60, 70]",0,8,7,"(20, 40]"
8,"(70, 80]",0,6,7,"(60, 80]"
8,"(60, 70]",0,6,9,"(40, 60]"
7,"(60, 70]",0,5,7,"(40, 60]"
8,"(60, 70]",1,9,3,"(40, 60]"
3,"(0, 60]",1,6,7,"(20, 40]"
2,"(70, 80]",0,6,6,"(40, 60]"
7,"(0, 60]",0,4,7,"(20, 40]"
8,"(70, 80]",1,5,0,"(60, 80]"
1,"(0, 60]",0,4,2,"(0, 20]"
9,"(80, 90]",0,5,9,"(80, 100]"
4,"(80, 90]",1,8,5,"(60, 80]"
4,"(80, 90]",1,9,0,"(60, 80]"
3,"(0, 60]",0,6,3,"(20, 40]"
6,"(80, 90]",0,5,8,"(60, 80]"
1,"(0, 60]",1,6,6,"(20, 40]"
6,"(0, 60]",0,6,0,"(20, 40]"
2,"(0, 60]",1,7,5,"(20, 40]"
9,"(90, 100]",1,4,5,"(80, 100]"
2,"(70, 80]",0,9,1,"(40, 60]"
7,"(0, 60]",1,5,5,"(20, 40]"
1,"(70, 80]",1,8,9,"(40, 60]"
7,"(0, 60]",1,9,1,"(20, 40]"
5,"(0, 60]",0,7,7,"(40, 60]"
8,"(80, 90]",0,4,6,"(60, 80]"
4,"(60, 70]",0,8,5,"(40, 60]"
7,"(80, 90]",1,8,9,"(80, 100]"
6,"(70, 80]",1,6,5,"(60, 80]"
5,"(80, 90]",0,4,8,"(60, 80]"
4,"(0, 60]",1,7,8,"(20, 40]"
7,"(70, 80]",1,5,9,"(60, 80]"
5,"(60, 70]",0,5,9,"(40, 60]"
5,"(0, 60]",1,7,1,"(20, 40]"
1,"(90, 100]",1,6,2,"(60, 80]"
2,"(60, 70]",1,6,9,"(40, 60]"
5,"(80, 90]",1,8,6,"(60, 80]"
3,"(70, 80]",1,4,9,"(60, 80]"
2,"(0, 60]",1,8,8,"(20, 40]"
4,"(0, 60]",0,5,5,"(20, 40]"
4,"(70, 80]",0,7,0,"(60, 80]"
4,"(90, 100]",1,4,6,"(60, 80]"
4,"(80, 90]",0,7,0,"(60, 80]"
3,"(0, 60]",0,4,4,"(20, 40]"
7,"(0, 60]",0,9,8,"(20, 40]"
9,"(0, 60]",1,5,9,"(40, 60]"
5,"(90, 100]",0,5,9,"(80, 100]"
4,"(80, 90]",1,9,8,"(60, 80]"
2,"(60, 70]",0,4,0,"(20, 40]"
2,"(0, 60]",0,6,5,"(0, 20]"
5,"(70, 80]",1,4,2,"(40, 60]"
7,"(60, 70]",0,5,8,"(40, 60]"
9,"(0, 60]",1,7,2,"(40, 60]"
7,"(70, 80]",0,8,1,"(40, 60]"
5,"(0, 60]",0,7,7,"(40, 60]"
6,"(90, 100]",0,5,2,"(60, 80]"
3,"(0, 60]",0,7,4,"(20, 40]"
5,"(90, 100]",1,6,5,"(60, 80]"
8,"(80, 90]",1,6,9,"(80, 100]"
1,"(80, 90]",0,4,9,"(40, 60]"
1,"(0, 60]",1,7,0,"(20, 40]"
7,"(70, 80]",0,7,6,"(60, 80]"
5,"(0, 60]",1,5,6,"(20, 40]"
5,"(80, 90]",1,4,4,"(60, 80]"
1,"(90, 100]",1,4,8,"(60, 80]"
9,"(80, 90]",0,7,1,"(60, 80]"
1,"(90, 100]",1,8,4,"(60, 80]"
5,"(70, 80]",1,7,1,"(40, 60]"
9,"(0, 60]",0,7,1,"(40, 60]"
4,"(90, 100]",0,7,8,"(60, 80]"
8,"(0, 60]",0,6,6,"(40, 60]"
6,"(0, 60]",1,9,3,"(20, 40]"
3,"(60, 70]",1,4,7,"(40, 60]"
4,"(0, 60]",1,9,3,"(20, 40]"
2,"(0, 60]",1,6,0,"(20, 40]"
1,"(0, 60]",1,8,9,"(20, 40]"
8,"(70, 80]",1,5,2,"(60, 80]"
1,"(60, 70]",0,8,9,"(20, 40]"
1,"(60, 70]",1,4,0,"(40, 60]"
4,"(70, 80]",1,5,1,"(40, 60]"
6,"(0, 60]",1,9,1,"(40, 60]"
9,"(0, 60]",0,8,6,"(40, 60]"
1,"(90, 100]",1,4,3,"(60, 80]"
7,"(0, 60]",0,8,9,"(40, 60]"
5,"(0, 60]",1,5,8,"(20, 40]"
7,"(0, 60]",0,8,8,"(40, 60]"
4,"(0, 60]",0,6,5,"(20, 40]"
4,"(80, 90]",1,8,9,"(60, 80]"
6,"(0, 60]",0,9,7,"(40, 60]"
6,"(90, 100]",1,8,6,"(80, 100]"
9,"(70, 80]",0,8,7,"(60, 80]"
5,"(70, 80]",1,6,8,"(60, 80]"
8,"(0, 60]",0,7,7,"(20, 40]"
5,"(80, 90]",0,5,5,"(60, 80]"
2,"(0, 60]",1,9,7,"(20, 40]"
6,"(80, 90]",0,4,7,"(60, 80]"
9,"(0, 60]",1,5,1,"(20, 40]"
3,"(70, 80]",0,5,1,"(40, 60]"
1,"(0, 60]",0,7,0,"(20, 40]"
1,"(90, 100]",1,5,9,"(60, 80]"
3,"(80, 90]",1,5,1,"(60, 80]"
5,"(70, 80]",1,6,6,"(40, 60]"
3,"(70, 80]",0,6,2,"(40, 60]"
9,"(60, 70]",1,6,3,"(60, 80]"
8,"(0, 60]",1,6,3,"(40, 60]"
3,"(60, 70]",0,6,3,"(40, 60]"
9,"(90, 100]",1,9,1,"(80, 100]"
6,"(80, 90]",1,4,5,"(60, 80]"
7,"(80, 90]",0,7,0,"(60, 80]"
4,"(0, 60]",0,8,4,"(20, 40]"
4,"(90, 100]",0,9,1,"(60, 80]"
2,"(0, 60]",0,6,8,"(20, 40]"
5,"(60, 70]",0,7,1,"(40, 60]"
8,"(0, 60]",1,8,5,"(40, 60]"
7,"(0, 60]",0,5,3,"(20, 40]"
7,"(80, 90]",0,9,5,"(60, 80]"
6,"(90, 100]",0,5,1,"(80, 100]"
3,"(90, 100]",1,7,1,"(60, 80]"
5,"(90, 100]",1,4,6,"(60, 80]"
1,"(0, 60]",1,4,2,"(20, 40]"
7,"(0, 60]",1,7,2,"(20, 40]"
9,"(0, 60]",0,4,6,"(40, 60]"
1,"(70, 80]",0,4,7,"(40, 60]"
2,"(0, 60]",0,5,6,"(20, 40]"
3,"(70, 80]",1,4,2,"(40, 60]"
3,"(60, 70]",0,4,2,"(40, 60]"
8,"(0, 60]",1,7,6,"(40, 60]"
7,"(70, 80]",1,4,2,"(60, 80]"
6,"(90, 100]",1,9,1,"(60, 80]"
4,"(80, 90]",0,6,6,"(60, 80]"
9,"(70, 80]",0,6,2,"(60, 80]"
1,"(0, 60]",0,7,4,"(20, 40]"
2,"(90, 100]",0,6,6,"(60, 80]"
4,"(60, 70]",1,5,1,"(40, 60]"
3,"(90, 100]",0,9,7,"(60, 80]"
1,"(70, 80]",1,9,1,"(40, 60]"
5,"(60, 70]",1,7,3,"(40, 60]"
7,"(0, 60]",1,4,3,"(20, 40]"
2,"(90, 100]",1,6,7,"(60, 80]"
5,"(0, 60]",1,5,0,"(20, 40]"
6,"(0, 60]",1,7,8,"(20, 40]"
7,"(0, 60]",1,7,5,"(20, 40]"
1,"(70, 80]",0,4,3,"(40, 60]"
7,"(90, 100]",0,8,5,"(80, 100]"
4,"(70, 80]",1,6,5,"(60, 80]"
8,"(80, 90]",0,5,8,"(60, 80]"
4,"(90, 100]",0,7,3,"(60, 80]"
6,"(60, 70]",0,6,7,"(40, 60]"
5,"(80, 90]",1,9,5,"(60, 80]"
4,"(0, 60]",0,9,4,"(20, 40]"
8,"(70, 80]",1,5,2,"(60, 80]"
4,"(0, 60]",0,7,7,"(20, 40]"
3,"(0, 60]",0,6,9,"(20, 40]"
8,"(80, 90]",1,5,1,"(60, 80]"
5,"(0, 60]",1,7,7,"(20, 40]"
2,"(0, 60]",0,6,6,"(20, 40]"
9,"(0, 60]",0,6,0,"(40, 60]"
3,"(90, 100]",1,7,1,"(60, 80]"
2,"(0, 60]",0,6,6,"(20, 40]"
1,"(0, 60]",1,8,2,"(20, 40]"
8,"(0, 60]",1,5,1,"(20, 40]"
3,"(0, 60]",1,5,0,"(20, 40]"
7,"(0, 60]",1,6,6,"(20, 40]"
1,"(60, 70]",0,7,2,"(20, 40]"
9,"(80, 90]",1,9,9,"(80, 100]"
8,"(0, 60]",0,6,7,"(40, 60]"
3,"(0, 60]",0,4,5,"(20, 40]"
6,"(0, 60]",1,6,6,"(20, 40]"
3,"(70, 80]",0,4,5,"(40, 60]"
4,"(0, 60]",0,6,6,"(20, 40]"
1,"(80, 90]",1,7,4,"(60, 80]"
5,"(70, 80]",0,9,8,"(60, 80]"
1,"(0, 60]",0,4,2,"(20, 40]"
1,"(0, 60]",0,8,5,"(20, 40]"
7,"(0, 60]",0,7,8,"(20, 40]"
6,"(80, 90]",0,9,0,"(60, 80]"
2,"(70, 80]",1,6,4,"(40, 60]"
2,"(90, 100]",0,4,3,"(60, 80]"
7,"(60, 70]",1,9,8,"(40, 60]"
1,"(0, 60]",1,5,0,"(0, 20]"
2,"(0, 60]",0,7,3,"(20, 40]"
8,"(60, 70]",0,4,0,"(40, 60]"
6,"(0, 60]",0,7,2,"(40, 60]"
2,"(0, 60]",0,4,3,"(0, 20]"
7,"(0, 60]",0,5,0,"(20, 40]"
4,"(80, 90]",0,8,4,"(60, 80]"
2,"(0, 60]",0,5,5,"(20, 40]"
6,"(60, 70]",0,6,0,"(40, 60]"
9,"(80, 90]",0,7,9,"(80, 100]"
9,"(0, 60]",0,8,9,"(40, 60]"
8,"(90, 100]",0,7,3,"(80, 100]"
3,"(80, 90]",0,9,3,"(60, 80]"
3,"(70, 80]",1,4,0,"(40, 60]"
2,"(0, 60]",0,6,1,"(20, 40]"
5,"(0, 60]",1,6,9,"(20, 40]"
4,"(0, 60]",1,7,4,"(20, 40]"
7,"(80, 90]",0,6,1,"(60, 80]"
4,"(80, 90]",1,7,2,"(60, 80]"
9,"(70, 80]",0,4,8,"(60, 80]"
2,"(0, 60]",0,4,4,"(20, 40]"
6,"(0, 60]",1,7,0,"(40, 60]"
7,"(0, 60]",0,5,4,"(40, 60]"
4,"(90, 100]",1,5,2,"(60, 80]"
6,"(0, 60]",1,4,0,"(20, 40]"
7,"(90, 100]",0,8,2,"(80, 100]"
4,"(60, 70]",1,5,5,"(40, 60]"
8,"(70, 80]",1,7,9,"(60, 80]"
9,"(70, 80]",0,4,4,"(60, 80]"
1,"(80, 90]",1,6,0,"(60, 80]"
7,"(70, 80]",0,6,1,"(60, 80]"
9,"(70, 80]",0,5,4,"(60, 80]"
5,"(90, 100]",0,8,8,"(80, 100]"
2,"(90, 100]",0,9,4,"(60, 80]"
6,"(80, 90]",1,5,4,"(60, 80]"
7,"(70, 80]",0,8,0,"(60, 80]"
2,"(60, 70]",1,5,4,"(20, 40]"
2,"(90, 100]",1,6,7,"(60, 80]"
1,"(0, 60]",0,8,8,"(20, 40]"
4,"(80, 90]",0,6,9,"(60, 80]"
7,"(80, 90]",0,7,2,"(60, 80]"
9,"(60, 70]",1,7,3,"(60, 80]"
3,"(90, 100]",0,4,6,"(60, 80]"
7,"(90, 100]",1,6,6,"(80, 100]"
7,"(0, 60]",0,4,5,"(20, 40]"
6,"(0, 60]",1,7,4,"(40, 60]"
6,"(80, 90]",0,8,9,"(80, 100]"
3,"(90, 100]",0,9,8,"(60, 80]"
2,"(90, 100]",1,7,9,"(60, 80]"
6,"(70, 80]",0,9,9,"(60, 80]"
2,"(80, 90]",0,5,2,"(40, 60]"
2,"(0, 60]",0,8,1,"(20, 40]"
3,"(0, 60]",1,5,4,"(0, 20]"
3,"(60, 70]",1,8,9,"(40, 60]"
6,"(60, 70]",0,4,6,"(40, 60]"
6,"(70, 80]",0,6,5,"(40, 60]"
3,"(90, 100]",1,9,3,"(60, 80]"
3,"(90, 100]",1,9,8,"(60, 80]"
1,"(70, 80]",0,8,3,"(40, 60]"
7,"(60, 70]",1,7,2,"(40, 60]"
8,"(0, 60]",1,9,4,"(20, 40]"
2,"(0, 60]",0,4,3,"(20, 40]"
4,"(90, 100]",1,4,1,"(60, 80]"
7,"(90, 100]",1,7,2,"(80, 100]"
8,"(0, 60]",1,4,6,"(20, 40]"
